PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Deck
522,0,3,male,22.0,0,0,7.8958,s,Unknown
523,0,3,male,25.0,0,0,7.225,c,Unknown
524,1,1,female,44.0,0,1,57.9792,c,B
525,0,3,male,25.0,0,0,7.2292,c,Unknown
526,0,3,male,40.5,0,0,7.75,q,Unknown
527,1,2,female,50.0,0,0,10.5,s,Unknown
528,0,1,male,40.0,0,0,221.7792,s,C
529,0,3,male,39.0,0,0,7.925,s,Unknown
530,0,2,male,23.0,2,1,11.5,s,Unknown
531,1,2,female,2.0,1,1,26.0,s,Unknown
532,0,3,male,25.0,0,0,7.2292,c,Unknown
533,0,3,male,17.0,1,1,7.2292,c,Unknown
534,1,3,female,21.5,0,2,22.3583,c,Unknown
535,0,3,female,30.0,0,0,8.6625,s,Unknown
536,1,2,female,7.0,0,2,26.25,s,Unknown
537,0,1,male,45.0,0,0,26.55,s,B
538,1,1,female,30.0,0,0,106.425,c,Unknown
539,0,3,male,25.0,0,0,14.5,s,Unknown
540,1,1,female,22.0,0,2,49.5,c,B
541,1,1,female,36.0,0,2,71.0,s,B
542,0,3,female,9.0,4,2,31.275,s,Unknown
543,0,3,female,11.0,4,2,31.275,s,Unknown
544,1,2,male,32.0,1,0,26.0,s,Unknown
545,0,1,male,50.0,1,0,106.425,c,C
546,0,1,male,64.0,0,0,26.0,s,Unknown
547,1,2,female,19.0,1,0,26.0,s,Unknown
548,1,2,male,30.0,0,0,13.8625,c,Unknown
549,0,3,male,33.0,1,1,20.525,s,Unknown
550,1,2,male,8.0,1,1,36.75,s,Unknown
551,1,1,male,17.0,0,2,110.8833,c,C
552,0,2,male,27.0,0,0,26.0,s,Unknown
553,0,3,male,25.0,0,0,7.8292,q,Unknown
554,1,3,male,22.0,0,0,7.225,c,Unknown
555,1,3,female,22.0,0,0,7.775,s,Unknown
556,0,1,male,62.0,0,0,26.55,s,Unknown
557,1,1,female,48.0,1,0,39.6,c,A
558,0,1,male,40.0,0,0,227.525,c,Unknown
559,1,1,female,39.0,1,1,79.65,s,E
560,1,3,female,36.0,1,0,17.4,s,Unknown
561,0,3,male,25.0,0,0,7.75,q,Unknown
562,0,3,male,40.0,0,0,7.8958,s,Unknown
563,0,2,male,28.0,0,0,13.5,s,Unknown
564,0,3,male,25.0,0,0,8.05,s,Unknown
565,0,3,female,21.5,0,0,8.05,s,Unknown
566,0,3,male,24.0,2,0,24.15,s,Unknown
567,0,3,male,19.0,0,0,7.8958,s,Unknown
568,0,3,female,29.0,0,4,21.075,s,Unknown
569,0,3,male,25.0,0,0,7.2292,c,Unknown
570,1,3,male,32.0,0,0,7.8542,s,Unknown
571,1,2,male,62.0,0,0,10.5,s,Unknown
572,1,1,female,53.0,2,0,51.4792,s,C
573,1,1,male,36.0,0,0,26.3875,s,E
574,1,3,female,21.5,0,0,7.75,q,Unknown
575,0,3,male,16.0,0,0,8.05,s,Unknown
576,0,3,male,19.0,0,0,14.5,s,Unknown
577,1,2,female,34.0,0,0,13.0,s,Unknown
578,1,1,female,39.0,1,0,55.9,s,E
579,0,3,female,21.5,1,0,14.4583,c,Unknown
580,1,3,male,32.0,0,0,7.925,s,Unknown
581,1,2,female,25.0,1,1,30.0,s,Unknown
582,1,1,female,39.0,1,1,110.8833,c,C
583,0,2,male,54.0,0,0,26.0,s,Unknown
584,0,1,male,36.0,0,0,40.125,c,A
585,0,3,male,25.0,0,0,8.7125,c,Unknown
586,1,1,female,18.0,0,2,79.65,s,E
587,0,2,male,47.0,0,0,15.0,s,Unknown
588,1,1,male,60.0,1,1,79.2,c,B
589,0,3,male,22.0,0,0,8.05,s,Unknown
590,0,3,male,25.0,0,0,8.05,s,Unknown
591,0,3,male,35.0,0,0,7.125,s,Unknown
592,1,1,female,52.0,1,0,78.2667,c,D
593,0,3,male,47.0,0,0,7.25,s,Unknown
594,0,3,female,21.5,0,2,7.75,q,Unknown
595,0,2,male,37.0,1,0,26.0,s,Unknown
596,0,3,male,36.0,1,1,24.15,s,Unknown
597,1,2,female,28.0,0,0,33.0,s,Unknown
598,0,3,male,49.0,0,0,0.0,s,Unknown
599,0,3,male,25.0,0,0,7.225,c,Unknown
600,1,1,male,49.0,1,0,56.9292,c,A
601,1,2,female,24.0,2,1,27.0,s,Unknown
602,0,3,male,25.0,0,0,7.8958,s,Unknown
603,0,1,male,40.0,0,0,42.4,s,Unknown
604,0,3,male,44.0,0,0,8.05,s,Unknown
605,1,1,male,35.0,0,0,26.55,c,Unknown
606,0,3,male,36.0,1,0,15.55,s,Unknown
607,0,3,male,30.0,0,0,7.8958,s,Unknown
608,1,1,male,27.0,0,0,30.5,s,Unknown
609,1,2,female,22.0,1,2,41.5792,c,Unknown
610,1,1,female,40.0,0,0,153.4625,s,C
611,0,3,female,39.0,1,5,31.275,s,Unknown
612,0,3,male,25.0,0,0,7.05,s,Unknown
613,1,3,female,21.5,1,0,15.5,q,Unknown
614,0,3,male,25.0,0,0,7.75,q,Unknown
615,0,3,male,35.0,0,0,8.05,s,Unknown
616,1,2,female,24.0,1,2,65.0,s,Unknown
617,0,3,male,34.0,1,1,14.4,s,Unknown
618,0,3,female,26.0,1,0,16.1,s,Unknown
619,1,2,female,4.0,2,1,39.0,s,F
620,0,2,male,26.0,0,0,10.5,s,Unknown
621,0,3,male,27.0,1,0,14.4542,c,Unknown
622,1,1,male,42.0,1,0,52.5542,s,D
623,1,3,male,20.0,1,1,15.7417,c,Unknown
624,0,3,male,21.0,0,0,7.8542,s,Unknown
625,0,3,male,21.0,0,0,16.1,s,Unknown
626,0,1,male,61.0,0,0,32.3208,s,D
627,0,2,male,57.0,0,0,12.35,q,Unknown
628,1,1,female,21.0,0,0,77.9583,s,D
629,0,3,male,26.0,0,0,7.8958,s,Unknown
630,0,3,male,25.0,0,0,7.7333,q,Unknown
631,1,1,male,80.0,0,0,30.0,s,A
632,0,3,male,51.0,0,0,7.0542,s,Unknown
633,1,1,male,32.0,0,0,30.5,c,B
634,0,1,male,40.0,0,0,0.0,s,Unknown
635,0,3,female,9.0,3,2,27.9,s,Unknown
636,1,2,female,28.0,0,0,13.0,s,Unknown
637,0,3,male,32.0,0,0,7.925,s,Unknown
638,0,2,male,31.0,1,1,26.25,s,Unknown
639,0,3,female,41.0,0,5,39.6875,s,Unknown
640,0,3,male,25.0,1,0,16.1,s,Unknown
641,0,3,male,20.0,0,0,7.8542,s,Unknown
642,1,1,female,24.0,0,0,69.3,c,B
643,0,3,female,2.0,3,2,27.9,s,Unknown
644,1,3,male,25.0,0,0,56.4958,s,Unknown
645,1,3,female,0.75,2,1,19.2583,c,Unknown
646,1,1,male,48.0,1,0,76.7292,c,D
647,0,3,male,19.0,0,0,7.8958,s,Unknown
648,1,1,male,56.0,0,0,35.5,c,A
649,0,3,male,25.0,0,0,7.55,s,Unknown
650,1,3,female,23.0,0,0,7.55,s,Unknown
651,0,3,male,25.0,0,0,7.8958,s,Unknown
652,1,2,female,18.0,0,1,23.0,s,Unknown
653,0,3,male,21.0,0,0,8.4333,s,Unknown
654,1,3,female,21.5,0,0,7.8292,q,Unknown
655,0,3,female,18.0,0,0,6.75,q,Unknown
656,0,2,male,24.0,2,0,73.5,s,Unknown
657,0,3,male,25.0,0,0,7.8958,s,Unknown
658,0,3,female,32.0,1,1,15.5,q,Unknown
659,0,2,male,23.0,0,0,13.0,s,Unknown
660,0,1,male,58.0,0,2,113.275,c,D
661,1,1,male,50.0,2,0,133.65,s,Unknown
662,0,3,male,40.0,0,0,7.225,c,Unknown
663,0,1,male,47.0,0,0,25.5875,s,E
664,0,3,male,36.0,0,0,7.4958,s,Unknown
665,1,3,male,20.0,1,0,7.925,s,Unknown
666,0,2,male,32.0,2,0,73.5,s,Unknown
667,0,2,male,25.0,0,0,13.0,s,Unknown
668,0,3,male,25.0,0,0,7.775,s,Unknown
669,0,3,male,43.0,0,0,8.05,s,Unknown
670,1,1,female,35.0,1,0,52.0,s,C
671,1,2,female,40.0,1,1,39.0,s,Unknown
672,0,1,male,31.0,1,0,52.0,s,B
673,0,2,male,70.0,0,0,10.5,s,Unknown
674,1,2,male,31.0,0,0,13.0,s,Unknown
675,0,2,male,30.0,0,0,0.0,s,Unknown
676,0,3,male,18.0,0,0,7.775,s,Unknown
677,0,3,male,24.5,0,0,8.05,s,Unknown
678,1,3,female,18.0,0,0,9.8417,s,Unknown
679,0,3,female,43.0,1,6,46.9,s,Unknown
680,1,1,male,36.0,0,1,249.00622000000035,c,B
681,0,3,female,21.5,0,0,8.1375,q,Unknown
682,1,1,male,27.0,0,0,76.7292,c,D
683,0,3,male,20.0,0,0,9.225,s,Unknown
684,0,3,male,14.0,5,2,46.9,s,Unknown
685,0,2,male,60.0,1,1,39.0,s,Unknown
686,0,2,male,25.0,1,2,41.5792,c,Unknown
687,0,3,male,14.0,4,1,39.6875,s,Unknown
688,0,3,male,19.0,0,0,10.1708,s,Unknown
689,0,3,male,18.0,0,0,7.7958,s,Unknown
690,1,1,female,15.0,0,1,211.3375,s,B
691,1,1,male,31.0,1,0,57.0,s,B
692,1,3,female,4.0,0,1,13.4167,c,Unknown
693,1,3,male,25.0,0,0,56.4958,s,Unknown
694,0,3,male,25.0,0,0,7.225,c,Unknown
695,0,1,male,60.0,0,0,26.55,s,Unknown
696,0,2,male,52.0,0,0,13.5,s,Unknown
697,0,3,male,44.0,0,0,8.05,s,Unknown
698,1,3,female,21.5,0,0,7.7333,q,Unknown
699,0,1,male,49.0,1,1,110.8833,c,C
700,0,3,male,42.0,0,0,7.65,s,F
701,1,1,female,18.0,1,0,227.525,c,C
702,1,1,male,35.0,0,0,26.2875,s,E
703,0,3,female,18.0,0,1,14.4542,c,Unknown
704,0,3,male,25.0,0,0,7.7417,q,Unknown
705,0,3,male,26.0,1,0,7.8542,s,Unknown
706,0,2,male,39.0,0,0,26.0,s,Unknown
707,1,2,female,45.0,0,0,13.5,s,Unknown
708,1,1,male,42.0,0,0,26.2875,s,E
709,1,1,female,22.0,0,0,151.55,s,Unknown
710,1,3,male,25.0,1,1,15.2458,c,Unknown
711,1,1,female,24.0,0,0,49.5042,c,C
712,0,1,male,40.0,0,0,26.55,s,C
713,1,1,male,48.0,1,0,52.0,s,C
714,0,3,male,29.0,0,0,9.4833,s,Unknown
715,0,2,male,52.0,0,0,13.0,s,Unknown
716,0,3,male,19.0,0,0,7.65,s,F
717,1,1,female,38.0,0,0,227.525,c,C
718,1,2,female,27.0,0,0,10.5,s,E
719,0,3,male,25.0,0,0,15.5,q,Unknown
720,0,3,male,33.0,0,0,7.775,s,Unknown
721,1,2,female,6.0,0,1,33.0,s,Unknown
722,0,3,male,17.0,1,0,7.0542,s,Unknown
723,0,2,male,34.0,0,0,13.0,s,Unknown
724,0,2,male,50.0,0,0,13.0,s,Unknown
725,1,1,male,27.0,1,0,53.1,s,E
726,0,3,male,20.0,0,0,8.6625,s,Unknown
727,1,2,female,30.0,3,0,21.0,s,Unknown
728,1,3,female,21.5,0,0,7.7375,q,Unknown
729,0,2,male,25.0,1,0,26.0,s,Unknown
730,0,3,female,25.0,1,0,7.925,s,Unknown
731,1,1,female,29.0,0,0,211.3375,s,B
732,0,3,male,11.0,0,0,18.7875,c,Unknown
733,0,2,male,30.0,0,0,0.0,s,Unknown
734,0,2,male,23.0,0,0,13.0,s,Unknown
735,0,2,male,23.0,0,0,13.0,s,Unknown
736,0,3,male,28.5,0,0,16.1,s,Unknown
737,0,3,female,48.0,1,3,34.375,s,Unknown
738,1,1,male,35.0,0,0,249.00622000000035,c,B
739,0,3,male,25.0,0,0,7.8958,s,Unknown
740,0,3,male,25.0,0,0,7.8958,s,Unknown
741,1,1,male,40.0,0,0,30.0,s,D
742,0,1,male,36.0,1,0,78.85,s,C
743,1,1,female,21.0,2,2,249.00622000000035,c,B
744,0,3,male,24.0,1,0,16.1,s,Unknown
745,1,3,male,31.0,0,0,7.925,s,Unknown
746,0,1,male,70.0,1,1,71.0,s,B
747,0,3,male,16.0,1,1,20.25,s,Unknown
748,1,2,female,30.0,0,0,13.0,s,Unknown
749,0,1,male,19.0,1,0,53.1,s,D
750,0,3,male,31.0,0,0,7.75,q,Unknown
751,1,2,female,4.0,1,1,23.0,s,Unknown
752,1,3,male,6.0,0,1,12.475,s,E
753,0,3,male,33.0,0,0,9.5,s,Unknown
754,0,3,male,23.0,0,0,7.8958,s,Unknown
755,1,2,female,48.0,1,2,65.0,s,Unknown
756,1,2,male,0.67,1,1,14.5,s,Unknown
757,0,3,male,28.0,0,0,7.7958,s,Unknown
758,0,2,male,18.0,0,0,11.5,s,Unknown
759,0,3,male,34.0,0,0,8.05,s,Unknown
760,1,1,female,33.0,0,0,86.5,s,B
761,0,3,male,25.0,0,0,14.5,s,Unknown
762,0,3,male,41.0,0,0,7.125,s,Unknown
763,1,3,male,20.0,0,0,7.2292,c,Unknown
764,1,1,female,36.0,1,2,120.0,s,B
765,0,3,male,16.0,0,0,7.775,s,Unknown
766,1,1,female,51.0,1,0,77.9583,s,D
767,0,1,male,40.0,0,0,39.6,c,Unknown
768,0,3,female,30.5,0,0,7.75,q,Unknown
769,0,3,male,25.0,1,0,24.15,q,Unknown
770,0,3,male,32.0,0,0,8.3625,s,Unknown
771,0,3,male,24.0,0,0,9.5,s,Unknown
772,0,3,male,48.0,0,0,7.8542,s,Unknown
773,0,2,female,57.0,0,0,10.5,s,E
774,0,3,male,25.0,0,0,7.225,c,Unknown
775,1,2,female,54.0,1,3,23.0,s,Unknown
776,0,3,male,18.0,0,0,7.75,s,Unknown
777,0,3,male,25.0,0,0,7.75,q,F
778,1,3,female,5.0,0,0,12.475,s,Unknown
779,0,3,male,25.0,0,0,7.7375,q,Unknown
780,1,1,female,43.0,0,1,211.3375,s,B
781,1,3,female,13.0,0,0,7.2292,c,Unknown
782,1,1,female,17.0,1,0,57.0,s,B
783,0,1,male,29.0,0,0,30.0,s,D
784,0,3,male,25.0,1,2,23.45,s,Unknown
785,0,3,male,25.0,0,0,7.05,s,Unknown
786,0,3,male,25.0,0,0,7.25,s,Unknown
787,1,3,female,18.0,0,0,7.4958,s,Unknown
788,0,3,male,8.0,4,1,29.125,q,Unknown
789,1,3,male,1.0,1,2,20.575,s,Unknown
790,0,1,male,46.0,0,0,79.2,c,B
791,0,3,male,25.0,0,0,7.75,q,Unknown
792,0,2,male,16.0,0,0,26.0,s,Unknown
793,0,3,female,21.5,8,2,69.55,s,Unknown
794,0,1,male,40.0,0,0,30.6958,c,Unknown
795,0,3,male,25.0,0,0,7.8958,s,Unknown
796,0,2,male,39.0,0,0,13.0,s,Unknown
797,1,1,female,49.0,0,0,25.9292,s,D
798,1,3,female,31.0,0,0,8.6833,s,Unknown
799,0,3,male,30.0,0,0,7.2292,c,Unknown
800,0,3,female,30.0,1,1,24.15,s,Unknown
801,0,2,male,34.0,0,0,13.0,s,Unknown
802,1,2,female,31.0,1,1,26.25,s,Unknown
803,1,1,male,11.0,1,2,120.0,s,B
804,1,3,male,0.42,0,1,8.5167,c,Unknown
805,1,3,male,27.0,0,0,6.975,s,Unknown
806,0,3,male,31.0,0,0,7.775,s,Unknown
807,0,1,male,39.0,0,0,0.0,s,A
808,0,3,female,18.0,0,0,7.775,s,Unknown
809,0,2,male,39.0,0,0,13.0,s,Unknown
810,1,1,female,33.0,1,0,53.1,s,E
811,0,3,male,26.0,0,0,7.8875,s,Unknown
812,0,3,male,39.0,0,0,24.15,s,Unknown
813,0,2,male,35.0,0,0,10.5,s,Unknown
814,0,3,female,6.0,4,2,31.275,s,Unknown
815,0,3,male,30.5,0,0,8.05,s,Unknown
816,0,1,male,40.0,0,0,0.0,s,B
817,0,3,female,23.0,0,0,7.925,s,Unknown
818,0,2,male,31.0,1,1,37.0042,c,Unknown
819,0,3,male,43.0,0,0,6.45,s,Unknown
820,0,3,male,10.0,3,2,27.9,s,Unknown
821,1,1,female,52.0,1,1,93.5,s,B
822,1,3,male,27.0,0,0,8.6625,s,Unknown
823,0,1,male,38.0,0,0,0.0,s,Unknown
824,1,3,female,27.0,0,1,12.475,s,E
825,0,3,male,2.0,4,1,39.6875,s,Unknown
826,0,3,male,25.0,0,0,6.95,q,Unknown
827,0,3,male,25.0,0,0,56.4958,s,Unknown
828,1,2,male,1.0,0,2,37.0042,c,Unknown
829,1,3,male,25.0,0,0,7.75,q,Unknown
830,1,1,female,62.0,0,0,80.0,s,B
831,1,3,female,15.0,1,0,14.4542,c,Unknown
832,1,2,male,0.83,1,1,18.75,s,Unknown
833,0,3,male,25.0,0,0,7.2292,c,Unknown
834,0,3,male,23.0,0,0,7.8542,s,Unknown
835,0,3,male,18.0,0,0,8.3,s,Unknown
836,1,1,female,39.0,1,1,83.1583,c,E
837,0,3,male,21.0,0,0,8.6625,s,Unknown
838,0,3,male,25.0,0,0,8.05,s,Unknown
839,1,3,male,32.0,0,0,56.4958,s,Unknown
840,1,1,male,40.0,0,0,29.7,c,C
841,0,3,male,20.0,0,0,7.925,s,Unknown
842,0,2,male,16.0,0,0,10.5,s,Unknown
843,1,1,female,30.0,0,0,31.0,c,Unknown
844,0,3,male,34.5,0,0,6.4375,c,Unknown
845,0,3,male,17.0,0,0,8.6625,s,Unknown
846,0,3,male,42.0,0,0,7.55,s,Unknown
847,0,3,male,25.0,8,2,69.55,s,Unknown
848,0,3,male,35.0,0,0,7.8958,c,Unknown
849,0,2,male,28.0,0,1,33.0,s,Unknown
850,1,1,female,35.0,1,0,89.1042,c,C
851,0,3,male,4.0,4,2,31.275,s,Unknown
852,0,3,male,74.0,0,0,7.775,s,Unknown
853,0,3,female,9.0,1,1,15.2458,c,Unknown
854,1,1,female,16.0,0,1,39.4,s,D
855,0,2,female,44.0,1,0,26.0,s,Unknown
856,1,3,female,18.0,0,1,9.35,s,Unknown
857,1,1,female,45.0,1,1,164.8667,s,Unknown
858,1,1,male,51.0,0,0,26.55,s,E
859,1,3,female,24.0,0,3,19.2583,c,Unknown
860,0,3,male,25.0,0,0,7.2292,c,Unknown
861,0,3,male,41.0,2,0,14.1083,s,Unknown
862,0,2,male,21.0,1,0,11.5,s,Unknown
863,1,1,female,48.0,0,0,25.9292,s,D
864,0,3,female,21.5,8,2,69.55,s,Unknown
865,0,2,male,24.0,0,0,13.0,s,Unknown
866,1,2,female,42.0,0,0,13.0,s,Unknown
867,1,2,female,27.0,1,0,13.8583,c,Unknown
868,0,1,male,31.0,0,0,50.4958,s,A
869,0,3,male,25.0,0,0,9.5,s,Unknown
870,1,3,male,4.0,1,1,11.1333,s,Unknown
871,0,3,male,26.0,0,0,7.8958,s,Unknown
872,1,1,female,47.0,1,1,52.5542,s,D
873,0,1,male,33.0,0,0,5.0,s,B
874,0,3,male,47.0,0,0,9.0,s,Unknown
875,1,2,female,28.0,1,0,24.0,c,Unknown
876,1,3,female,15.0,0,0,7.225,c,Unknown
877,0,3,male,20.0,0,0,9.8458,s,Unknown
878,0,3,male,19.0,0,0,7.8958,s,Unknown
879,0,3,male,25.0,0,0,7.8958,s,Unknown
880,1,1,female,56.0,0,1,83.1583,c,C
881,1,2,female,25.0,0,1,26.0,s,Unknown
882,0,3,male,33.0,0,0,7.8958,s,Unknown
883,0,3,female,22.0,0,0,10.5167,s,Unknown
884,0,2,male,28.0,0,0,10.5,s,Unknown
885,0,3,male,25.0,0,0,7.05,s,Unknown
886,0,3,female,39.0,0,5,29.125,q,Unknown
887,0,2,male,27.0,0,0,13.0,s,Unknown
888,1,1,female,19.0,0,0,30.0,s,B
889,0,3,female,21.5,1,2,23.45,s,Unknown
890,1,1,male,26.0,0,0,30.0,c,C
891,0,3,male,32.0,0,0,7.75,q,Unknown
